age,income,employment_type,loan_amount,tenure_months,emi,credit_history_months,active_loans,past_delinquency,new_device_flag,kyc_mismatch,recent_txn_velocity,emi_income_ratio,loan_income_ratio,default
49,35416,student,63292,12,5680,27,1,0,0,1,24,0.16039039703235028,1.7870744712829614,1
47,51998,salaried,14748,12,1775,30,1,1,1,0,18,0.03414316620103808,0.28362327221939804,0
38,60925,salaried,60249,12,5582,9,2,0,0,0,41,0.09162413265514194,0.9888963219999688,0
30,60849,self-employed,96731,12,8694,7,1,0,0,1,42,0.14287845623601408,1.589681203409473,1
25,31234,salaried,21003,6,4213,57,1,0,0,0,23,0.13488306899928343,0.6724291582410827,0
30,27139,self-employed,21479,12,2650,29,2,0,0,0,25,0.09764920043543279,0.7914388417763814,0
41,38781,salaried,11810,6,2420,22,1,0,0,0,47,0.06241471766795949,0.30452413126928646,0
44,20492,self-employed,65760,12,6117,49,3,0,0,0,4,0.29852467330298144,3.2089310274273215,1
58,43588,self-employed,95973,12,8650,34,4,0,0,0,28,0.19846245757477246,2.201772976464253,1
23,27688,salaried,95454,3,32078,9,0,0,0,0,17,1.158571987847398,3.4474800231834783,1
51,56240,self-employed,77732,3,26596,36,2,1,0,0,31,0.4729074264103524,1.3821320467473954,1
57,31448,self-employed,59392,6,10392,9,1,0,0,0,36,0.3304520501744002,1.8885591278258573,1
22,13866,self-employed,50752,12,4765,58,4,1,0,0,46,0.34365834355264974,3.6601454931238138,1
22,61013,salaried,80232,12,7073,59,0,0,0,0,48,0.1159308843594716,1.3149828897514975,0
59,42750,self-employed,43481,3,14904,5,4,0,0,0,45,0.3486475445475537,1.0170870424305498,0
54,40437,salaried,57506,12,5407,42,1,0,1,0,43,0.13371531774709786,1.4221125895766293,0
40,56415,salaried,66133,3,22600,55,4,0,1,0,37,0.40060919032338693,1.1722399975081472,1
53,53073,self-employed,17839,12,2237,52,3,0,0,0,8,0.04215986420120049,0.33611784432967845,0
24,28572,salaried,62065,9,7378,28,1,0,0,0,23,0.2582311197240866,2.1722165904111033,1
31,33253,salaried,25092,6,4839,9,4,0,0,1,45,0.14554329695490306,0.7545722733666181,0
25,23305,self-employed,5962,12,1174,9,2,0,0,0,8,0.05038066126020099,0.2558175620119801,0
45,18033,salaried,5162,3,2048,33,2,0,0,0,11,0.11357915067883072,0.28624950156942375,0
57,48678,self-employed,19181,6,3471,55,1,0,0,0,5,0.0713245211787852,0.3940311863871933,0
54,45882,salaried,5330,3,2142,41,4,0,0,0,4,0.04670205877440181,0.11616562429455458,0
29,51412,self-employed,47739,3,16580,38,2,0,0,0,43,0.32250344823690047,0.9285496213875634,0
26,59224,salaried,61426,9,7434,39,3,0,0,0,28,0.12552906389751417,1.03717944317986,0
38,51617,salaried,48123,6,8495,5,4,0,0,0,33,0.16458312045427595,0.9323069207725773,0
34,52951,salaried,66281,12,6079,49,1,1,0,0,5,0.11481138636499946,1.2517210871148396,1
39,10000,salaried,15838,9,1991,38,3,1,0,0,36,0.1991588855545758,1.5838,1
34,35395,self-employed,17996,12,1973,11,2,0,0,0,39,0.055752650715321365,0.5084302146696242,0
37,54468,self-employed,14124,9,2232,37,4,1,1,0,26,0.0409911484065349,0.25930513550444767,0
55,22476,salaried,95767,12,8506,8,0,0,0,0,29,0.37844263141567164,4.260691299288309,1
49,41375,salaried,59541,3,20266,29,0,0,0,0,18,0.48983211827618295,1.4390549413307598,1
37,47791,salaried,41294,6,7441,11,2,1,0,1,8,0.15570410738927407,0.864036425570498,1
28,46642,salaried,75260,3,25430,46,1,0,0,0,37,0.5452252777337907,1.6135394126270108,1
21,45531,salaried,77800,6,13397,45,3,0,0,0,4,0.2942491947889078,1.7086904732572081,1
56,48983,salaried,47751,12,4510,48,0,0,0,0,27,0.09207704125000014,0.9748346691335088,0
27,42711,self-employed,48009,9,5706,29,2,0,0,0,29,0.13360897686816367,1.1240388172920472,0
25,18056,self-employed,23605,9,2953,37,3,0,0,0,24,0.16357611795195764,1.3073160988921269,0
44,47604,salaried,72588,6,12789,46,1,1,1,0,35,0.2686520690963849,1.52481917880565,1
48,44271,salaried,62900,6,10936,13,0,0,0,0,37,0.2470354534521762,1.42078828361237,0
37,18253,self-employed,81518,3,27406,31,3,1,0,0,49,1.501436437018877,4.465816406331467,1
57,60696,self-employed,14212,9,2011,46,0,1,0,0,40,0.033136346675206145,0.2341504119686567,0
40,48007,salaried,29379,9,3872,49,1,0,0,1,49,0.08066762478536092,0.6119660452749445,0
23,19294,student,87574,6,14711,49,3,0,0,0,25,0.7624603330540377,4.538741662382595,1
57,27741,salaried,62723,6,10974,2,4,0,0,0,24,0.3955935969515709,2.26097085376375,1
46,31539,self-employed,62897,9,7322,7,4,1,0,1,17,0.23216003369247365,1.9942472023335718,1
35,31528,salaried,23817,3,8469,58,0,0,0,0,40,0.2686164415808938,0.755410610226824,0
28,44395,student,46431,3,15820,51,2,0,0,0,10,0.3563464917880798,1.0458432854019248,0
33,25354,salaried,74276,3,25258,42,1,0,0,0,14,0.9962125443470735,2.929473843961808,1
23,56922,self-employed,13796,6,2929,25,0,0,1,0,41,0.05145885226276192,0.24236652944693732,0
21,55687,salaried,87644,6,15152,59,1,0,1,0,15,0.2721045876739537,1.5738667645967532,1
29,49289,salaried,87072,9,9838,49,4,0,0,0,17,0.19959612547652053,1.7665332642905285,0
51,40663,self-employed,96541,9,11379,13,0,0,0,0,39,0.27985444890182015,2.3741364949141244,1
46,54061,student,99546,6,17201,28,0,1,0,0,33,0.3181779605357162,1.841340108889688,1
37,35860,student,48660,3,16643,22,4,1,0,0,32,0.4641089709624648,1.356913997911735,1
54,29132,self-employed,52293,9,5941,24,2,1,0,0,26,0.20395035922099108,1.7949952833958966,1
29,57851,self-employed,21293,12,2131,50,0,1,0,0,18,0.03684413733376973,0.3680621374932147,0
33,44763,student,14599,6,3049,1,3,0,0,0,32,0.06812000249778524,0.3261388624209304,0
25,29739,salaried,73792,12,6568,49,2,0,0,0,9,0.22087829388147714,2.4813095279709843,1
33,33733,salaried,97448,12,8588,46,1,0,0,0,6,0.25460541809128096,2.8887292179716115,1
21,28953,salaried,6278,3,2609,43,4,0,0,0,12,0.09013621663278873,0.21682983407224204,0
45,70332,salaried,81320,6,14272,31,2,1,0,0,18,0.20292777841373794,1.1562202100146028,1
24,40061,student,72895,6,12547,36,3,0,0,0,23,0.31319994230367926,1.819578464304148,1
56,42366,salaried,88339,12,8060,32,3,1,0,0,27,0.1902602757165878,2.085110989409298,1
30,50818,salaried,58974,3,20261,18,0,0,1,0,6,0.39871090570010176,1.1604877883394145,1
48,21769,self-employed,89218,9,10702,26,3,0,0,1,44,0.4916149675278026,4.098286620106808,1
26,56448,student,68402,12,5974,24,3,0,0,0,23,0.10583866931259149,1.2117656382493043,0
47,30882,self-employed,8131,3,3213,18,1,1,0,0,7,0.10406053304902785,0.26328990663350066,0
32,67450,self-employed,97480,12,8948,56,1,0,1,0,37,0.13266382794392825,1.445213446201794,0
23,35310,salaried,16415,6,3284,39,3,0,1,0,48,0.09302822855337567,0.46488090218154504,0
53,55564,salaried,94156,3,31857,2,0,0,0,0,9,0.5733494814017956,1.6945321234158008,1
30,10000,salaried,97194,3,32770,25,3,0,0,0,28,3.2770850578477124,9.7194,1
51,22373,salaried,68660,6,12093,13,4,0,0,1,33,0.5405596902701286,3.068877135748078,1
35,35595,salaried,35348,9,4497,59,2,0,0,0,39,0.1263511736453558,0.9930359208092763,0
27,10000,self-employed,27687,6,5002,16,4,1,0,0,11,0.5002971558052671,2.7687,1
56,49013,salaried,32497,6,6114,50,1,0,0,0,1,0.12475940396741869,0.6630245679660326,0
34,44694,salaried,97698,12,8988,59,1,0,0,0,18,0.2011025159093116,2.185912809311541,1
34,25137,salaried,81290,3,27573,12,4,0,1,0,32,1.0969153420502544,3.2338030556536075,1
23,39760,student,30918,6,5718,30,1,0,0,1,29,0.14382949639716364,0.7776035577598525,0
23,52097,self-employed,66100,3,22481,46,0,0,0,0,31,0.4315343379640474,1.2687832113703903,0
42,10000,salaried,40524,12,3810,23,2,0,0,0,43,0.3810705294943346,4.0524,1
39,20897,salaried,71090,3,24288,26,4,0,0,0,12,1.1622470284515227,3.4018155056275243,1
55,34973,student,60252,6,10591,2,3,0,0,0,11,0.3028400355523625,1.7227814668758474,1
32,40355,student,6146,12,845,4,2,0,0,0,8,0.020950967000195764,0.1522951277195139,0
25,39120,salaried,71571,12,6552,42,4,0,0,0,48,0.1674876922484177,1.8294857860194056,1
30,53339,salaried,30563,12,2842,58,3,0,1,1,25,0.05328789819089329,0.5729908382805136,0
53,47158,student,56914,9,7054,8,2,0,1,0,27,0.14958624488990527,1.206874685494459,0
33,50449,self-employed,51222,9,6525,28,0,0,0,0,12,0.12935156199484973,1.0153118870405913,0
55,19151,student,58372,3,19720,56,0,1,1,0,17,1.0297073607275282,3.0478495448702416,1
52,42172,salaried,42157,3,14655,52,4,0,1,0,45,0.34751392262391323,0.9996358320287538,0
31,35392,student,68805,12,6217,9,0,0,0,0,18,0.17566943128629497,1.9440360403000303,1
58,61931,salaried,95402,3,32343,47,1,1,0,0,44,0.5222467673823821,1.540454368537703,1
44,42615,self-employed,17396,12,2234,35,2,0,0,0,24,0.05243669313392474,0.408204118467351,0
55,29964,salaried,42135,9,4808,7,1,1,0,0,46,0.16046293343710746,1.4061784624575633,1
39,52787,self-employed,22380,12,2217,58,1,0,0,0,37,0.04200816511986978,0.4239638529124845,0
26,48449,self-employed,10823,6,2538,44,0,0,0,0,46,0.0524023748634345,0.22338739069837,0
55,27675,salaried,84502,12,7268,36,2,0,0,0,9,0.26263609773973184,3.0532619094212303,1
24,34772,salaried,88167,6,15109,37,3,0,0,1,20,0.4345288412065836,2.53552687803342,1
53,35028,salaried,55239,9,6729,43,2,1,0,0,15,0.19210682751721464,1.5769819004088697,1
33,58411,student,81729,12,7268,53,0,0,0,0,26,0.12444061569054894,1.3991836779064626,0
56,43048,salaried,19586,9,2765,34,3,0,0,0,3,0.06424999613117656,0.45497384842979116,0
39,50901,salaried,7639,6,1972,16,4,0,0,0,22,0.03875168324651936,0.15007346356817858,0
32,32600,salaried,59112,12,5583,24,4,0,1,0,10,0.17125695810876995,1.813200131017635,1
31,45022,self-employed,54831,3,18697,20,0,0,0,0,41,0.4152874165535657,1.2178711448057644,0
26,59550,salaried,33051,9,4408,7,1,0,0,0,38,0.07402140726314096,0.5550087402098428,0
32,34583,salaried,90222,6,15881,50,1,0,0,0,16,0.45921370981869514,2.6087900525179712,1
47,41727,salaried,86439,9,9928,6,4,0,0,0,44,0.2379441418186294,2.071520426850051,1
45,19550,student,40401,12,3714,46,3,0,0,0,11,0.19000280474164224,2.0665043824012934,1
23,28516,student,5399,6,1521,1,2,0,0,0,24,0.05336554201957118,0.1893281308253276,0
23,34983,salaried,49932,12,4862,27,2,1,1,0,30,0.13898567595373024,1.4273072919311365,1
40,24087,salaried,70407,12,6473,34,1,0,0,0,38,0.2687668257472904,2.9229792215516652,1
48,59829,salaried,96923,12,8582,46,0,0,0,0,34,0.14345368540322326,1.6199839483516856,0
43,27429,self-employed,58303,3,19993,27,1,0,0,0,39,0.7288968439614177,2.1255276640817775,1
23,51801,salaried,30898,12,3124,16,0,1,0,0,41,0.06031724657060563,0.59646370017112,0
44,42802,salaried,45830,3,15785,44,3,0,0,0,40,0.36880487929974076,1.070730760020693,0
26,40462,salaried,85315,12,7543,39,0,0,0,0,48,0.18644210802067554,2.1084809701278715,1
40,62292,student,78811,9,9467,14,0,0,1,1,1,0.15197914141184357,1.2651773061736586,1
31,10000,self-employed,73492,9,8684,58,3,0,0,1,31,0.8684415462382281,7.3492,1
52,37056,self-employed,60698,9,7226,17,3,1,0,0,4,0.19499916667134806,1.6379663845555374,1
47,23794,self-employed,45043,12,4266,22,1,0,0,0,48,0.1793111100658895,1.893016796327714,1
41,10578,self-employed,87929,3,29735,5,1,0,0,1,41,2.8109055710075976,8.311895697020146,1
33,22079,self-employed,32598,12,3087,25,3,1,0,0,49,0.1398261101546157,1.476423958296254,1
42,40258,salaried,85677,9,9913,49,1,0,1,0,7,0.24624721963226784,2.1281683587836397,1
55,29119,salaried,53794,9,6648,19,0,0,0,0,32,0.2282987982778803,1.8473345564525085,1
42,53449,self-employed,78065,6,13529,50,0,0,0,0,36,0.25313021341508796,1.4605456093024793,0
48,36792,salaried,34648,6,6435,42,0,1,0,0,39,0.1749034111905269,0.9417184692141684,0
41,35128,salaried,26449,3,9533,52,3,0,0,1,9,0.27139058975464975,0.7529123148956287,0
38,35195,salaried,73899,3,24966,6,1,0,0,0,32,0.7093490914395704,2.099654786537598,1
51,38522,student,26042,6,4798,6,4,0,0,0,16,0.12455699748780141,0.676019035019958,0
57,33722,self-employed,28409,3,10270,25,4,0,0,0,4,0.3045461162133616,0.8424265329970685,0
41,27231,self-employed,92983,9,10851,21,3,1,0,0,26,0.398484787428222,3.414576612687325,1
34,54837,self-employed,72610,9,8646,37,4,0,0,0,49,0.1576709682385601,1.3240873158035293,0
45,30638,salaried,98754,3,33363,34,0,0,0,0,48,1.0889322227407447,3.223191758631024,1
47,34247,salaried,14525,9,2448,5,3,0,1,0,48,0.0715050841515073,0.424123493080247,0
43,46441,salaried,42787,6,7541,20,1,0,0,0,11,0.16239630226925258,0.9213180119790577,0
51,44781,salaried,80203,9,9348,22,4,0,0,0,5,0.20876289602944864,1.7910003667167296,1
49,26598,self-employed,50894,6,9031,46,3,0,0,0,48,0.33956837396047074,1.9134212729628732,1
50,51324,salaried,49046,6,8706,6,4,1,0,1,2,0.16963129941218066,0.9556017304156886,1
46,48065,salaried,15216,3,5482,8,4,0,0,0,41,0.11407012040469476,0.31657094679513526,0
40,42669,salaried,6308,6,1753,29,3,1,1,0,42,0.04109156420534119,0.14783350844283724,0
58,33530,salaried,71278,9,8617,54,0,1,0,0,41,0.2570203773890558,2.125782118070778,1
39,33899,salaried,35920,12,3358,24,2,0,0,1,43,0.09907205354228095,1.0596170386876256,0
47,36973,salaried,56091,6,9754,23,0,0,0,0,25,0.2638402191451303,1.517078248327194,0
45,21522,salaried,32840,6,5898,1,0,0,0,0,15,0.27407943165079646,1.5258435653702591,1
58,39410,salaried,24974,12,2457,20,4,0,0,0,3,0.06236823939261315,0.6336813817878442,0
43,53381,salaried,69673,9,8414,11,4,0,0,0,36,0.15763076003689194,1.3051892519404216,0
49,53145,salaried,15237,12,1731,14,3,0,0,0,25,0.03258295334475946,0.2867031178163202,0
35,34287,salaried,77296,6,13393,57,0,0,0,0,35,0.3906378640890392,2.2543674367766258,1
23,55961,salaried,18103,12,1944,39,4,1,0,0,42,0.034739638783984284,0.32349170710253605,0
30,68588,salaried,53024,6,9476,56,0,0,0,0,28,0.13816135154234857,0.7730734333775235,0
35,35256,self-employed,86704,9,9500,29,3,1,0,0,47,0.26946928898023237,2.4592074754409086,1
36,50372,salaried,84206,3,29127,12,2,0,0,0,28,0.5782350652253927,1.6716587669453775,1
37,10000,student,39893,12,3860,24,2,0,0,0,2,0.386060694847095,3.9893,1
39,21127,salaried,56594,12,5232,55,3,0,0,0,37,0.2476648834977707,2.6786509940302006,1
31,41366,salaried,35475,12,3155,8,3,0,0,1,47,0.07628316806748242,0.8575714524472372,0
25,24899,salaried,36401,3,13003,50,2,1,0,0,45,0.5222647070542054,1.4619460243884297,1
25,70588,salaried,12220,9,1645,35,1,0,0,0,45,0.023309413564118062,0.17311716850387587,0
34,48968,salaried,91738,9,11088,33,3,0,0,0,8,0.2264518316577907,1.87342007236071,1
46,54487,salaried,33572,3,11622,41,1,0,0,1,48,0.21330941388411503,0.6161416028742926,0
28,39564,self-employed,7604,9,1506,36,2,0,0,0,41,0.03808413331157549,0.1921919910473572,0
25,24951,self-employed,55274,6,9530,59,3,1,1,0,40,0.3819443526192358,2.2152238893436706,1
27,32217,salaried,32670,6,6256,43,0,0,1,0,16,0.19419230519268837,1.0140342788865497,0
36,43815,salaried,77635,6,13289,41,3,0,0,0,2,0.3033042836915828,1.7718531771165966,1
34,30431,self-employed,14295,9,1963,53,1,0,0,0,27,0.0645360728026083,0.4697470738409627,0
57,50067,salaried,74109,3,25037,2,0,0,0,0,3,0.500075920540294,1.4801705241699334,1
24,50671,salaried,34412,12,3521,11,3,0,1,1,42,0.06949092719364962,0.6791231179768721,0
56,40074,salaried,73155,12,6504,47,4,1,0,0,38,0.16230321826662433,1.825465051405445,1
37,12615,salaried,34716,3,12235,46,4,1,0,0,4,0.9698593012906581,2.7518586174422444,1
56,65721,salaried,49602,12,4490,40,3,1,1,0,17,0.0683297267512454,0.7547270406339667,1
26,36809,salaried,17516,12,2117,19,2,0,0,0,9,0.05752367597052926,0.47585015438331807,0
36,80639,salaried,35616,3,12490,37,1,1,0,0,2,0.15489416527875277,0.4416713236752536,0
49,49788,salaried,84869,6,14652,55,2,0,0,1,28,0.2943021630871958,1.7046063224019166,1
56,36850,salaried,92328,3,31529,10,2,0,0,1,14,0.8556141401396107,2.505463003967768,1
58,46717,salaried,13002,3,4954,10,2,1,0,0,31,0.10605879961749294,0.2783121491656648,0
57,10000,salaried,28746,9,3590,41,0,0,1,0,4,0.3590348456598473,2.8746,1
30,55392,salaried,79282,12,7409,31,3,0,1,0,16,0.1337716736775982,1.4312862015381767,1
56,78504,salaried,37691,9,4917,38,1,1,1,0,27,0.06263850207067777,0.48011493778865294,0
49,10000,salaried,37830,6,6952,39,4,0,1,0,22,0.6952625286929565,3.783,1
34,35688,salaried,49568,9,5976,8,0,0,0,0,8,0.16745783683967105,1.3888925917005985,0
24,38419,salaried,10413,9,1632,30,4,0,0,0,23,0.04249539496870877,0.2710312199737235,0
56,53128,salaried,56892,6,9711,46,1,0,0,0,28,0.182788834054166,1.0708391082214337,0
33,71589,salaried,6759,9,989,46,0,0,0,0,43,0.013819412852108925,0.09441310867669775,0
38,45743,salaried,38372,12,3883,19,4,1,1,0,2,0.08490534238486254,0.8388563391216362,0
53,72126,salaried,84429,6,14333,5,0,1,1,0,14,0.19871978370095914,1.17056225205499,1
41,42556,self-employed,96605,9,11186,22,3,0,1,0,16,0.2628521099531215,2.2700416895800366,1
36,46771,self-employed,57168,12,5440,19,1,1,0,0,16,0.1163251219391566,1.222286530095424,1
35,44923,salaried,27921,12,2505,30,1,0,0,0,17,0.05576826316686945,0.6215227928302033,0
25,58304,salaried,56638,6,9966,35,1,1,0,0,18,0.17093571247326403,0.9714173547820387,0
26,33665,salaried,29461,3,10427,6,2,1,0,0,32,0.3097284778947036,0.8751177444234765,1
58,52274,salaried,59780,12,5423,18,2,0,0,0,48,0.10375126673981983,1.143582954152014,0
23,21538,salaried,15052,3,5325,36,4,0,0,0,6,0.24725792558615803,0.6988561808858722,0
32,35732,salaried,75470,3,25478,34,1,0,1,0,31,0.7130257182745731,2.1120864770357803,1
56,30448,salaried,5359,3,2446,33,1,0,0,0,30,0.08034980550505966,0.17600010393032595,0
53,41319,self-employed,66237,3,22461,38,0,0,0,0,42,0.5436130421785076,1.603047539942984,1
56,35258,student,42687,9,5047,5,2,0,0,0,48,0.14314500226416077,1.2106763545309613,0
53,56982,self-employed,96597,9,11227,4,0,0,0,1,21,0.1970298360140291,1.6952193827541966,1
51,26819,self-employed,90304,6,15474,20,2,0,1,1,4,0.5769760693740139,3.367042212809408,1
41,14030,salaried,68118,9,8255,56,0,0,0,0,17,0.588437714307175,4.855077192109246,1
47,19640,self-employed,47365,3,16592,12,0,0,0,0,40,0.8448070888674246,2.411568682154062,1
47,54912,salaried,52315,3,17602,14,3,0,0,0,5,0.3205505983221213,0.9526971142160842,0
28,25456,student,25200,9,3248,45,0,0,0,0,29,0.1276122087008539,0.9899185496685227,0
57,45967,self-employed,27164,9,3806,29,3,0,0,0,7,0.08281279599223383,0.5909371135446284,0
52,35578,salaried,56018,3,18998,6,1,0,0,0,24,0.5339956118366805,1.5745040434314348,1
46,52363,self-employed,98251,9,11405,42,0,0,0,1,48,0.21782140634050565,1.8763203041762233,1
22,36538,salaried,36553,3,13009,17,3,0,0,0,27,0.35605155112365977,1.0003964467898545,0
32,81465,salaried,49762,12,4517,16,0,1,0,0,5,0.05545572885662885,0.6108373029747665,0
42,68471,self-employed,99814,12,8940,31,3,0,0,1,42,0.13057556074369947,1.4577397593228194,0
37,35271,salaried,17181,3,6201,53,3,1,0,0,32,0.17583262354855378,0.4871023583435678,0
27,33217,self-employed,18674,6,3818,21,0,1,1,0,22,0.11494764038665871,0.5621654099941739,0
24,86984,salaried,85580,3,29162,44,2,0,1,0,29,0.33526416473395415,0.9838490084244362,0
57,23817,salaried,58671,6,10145,22,3,0,1,0,32,0.42598021595578817,2.463384123768436,1
58,39174,self-employed,45495,12,4005,13,3,1,0,0,43,0.10225220294801832,1.1613378482790657,0
52,40336,student,89645,9,10352,27,2,0,0,0,37,0.25665592027191325,2.222415936161394,1
31,39964,salaried,46496,6,8056,7,0,0,0,0,26,0.20159933649547573,1.1634199838891623,0
21,13919,salaried,30154,9,3894,55,1,0,0,0,28,0.2797989763070404,2.1663408067785013,1
45,47449,salaried,51168,9,5881,24,1,1,0,0,48,0.12395358459191397,1.0783780695457157,0
44,25444,self-employed,58241,12,5113,20,2,0,0,0,3,0.200966167622132,2.2889202345413437,1
37,61539,salaried,10997,6,2091,28,1,1,0,0,43,0.03399145194979364,0.17869725629212224,0
28,18160,self-employed,47409,9,5344,52,3,0,0,0,33,0.29427880973025045,2.610552374541322,1
47,40891,self-employed,79319,12,7003,41,0,0,0,0,38,0.1712769325267418,1.9397197865173201,0
38,10000,salaried,46279,9,5675,10,1,0,1,0,29,0.5675121184999964,4.6279,1
47,10000,salaried,51194,3,17512,17,1,0,0,0,2,1.7512630329921943,5.1194,1
42,27409,salaried,28260,3,9277,18,4,1,0,0,46,0.33845920336967805,1.031021088686144,1
36,29526,salaried,43603,3,15277,55,0,1,0,0,49,0.5173952789277255,1.4767237894945016,1
22,61985,student,92669,9,10634,55,4,0,0,0,12,0.1715646527829339,1.4950013743241148,1
25,39391,salaried,58677,6,10315,22,4,0,1,0,2,0.26187777188648137,1.489599593548923,1
38,59386,salaried,79558,6,14122,38,3,1,1,0,35,0.23781369345869977,1.3396736827780296,1
23,34303,self-employed,66824,9,8223,17,0,0,0,0,26,0.2397389478313754,1.9480397716950475,1
47,49091,salaried,65414,6,11194,54,1,1,0,0,39,0.2280433200308851,1.3324974009065054,1
37,29117,salaried,46048,12,4294,58,3,0,0,0,7,0.14749328577635076,1.5814343429181046,1
36,28097,salaried,33497,12,3881,59,2,0,0,0,26,0.13813663436333778,1.192152982069003,0
26,12687,student,35779,9,4236,2,1,0,0,0,4,0.3338838400885112,2.820075735591618,1
27,45036,self-employed,67762,3,22975,23,0,0,1,0,29,0.5101485939704576,1.5046081736885488,1
34,43931,self-employed,83407,9,9652,32,2,0,0,1,28,0.21971868819469334,1.898580115129406,1
58,51659,salaried,7437,12,629,13,2,0,1,0,31,0.012195043896367934,0.1439613656913236,0
35,43223,salaried,6961,6,1773,2,0,0,0,0,11,0.04104178201212531,0.16104563082667228,0
53,70392,salaried,58675,6,10293,43,4,0,0,0,22,0.14623110762865207,0.8335352989254958,0
47,42640,self-employed,85897,3,29373,43,2,0,0,0,36,0.6888621286348844,2.014450396558641,1
49,54877,salaried,94484,12,8236,59,4,0,0,0,33,0.1500965351996257,1.7217287766701828,1
57,35138,salaried,92580,6,15898,48,2,0,0,0,10,0.4524597182111138,2.634727121771312,1
25,26372,salaried,16772,9,2549,1,4,0,0,0,7,0.09666386163109265,0.6359546553272167,0
49,50765,self-employed,5997,12,1162,22,0,0,0,1,1,0.022896831378139054,0.11813157672635982,0
52,38662,self-employed,94711,6,16227,38,1,0,0,0,17,0.4197176248878705,2.4496686361523428,1
26,52480,salaried,36185,3,12556,59,3,0,0,0,31,0.23926605093081013,0.6894922790102563,0
22,45294,self-employed,70491,9,8138,6,0,0,0,1,21,0.17967295030625627,1.5562971938676624,1
26,28104,self-employed,42262,9,5469,6,1,0,0,1,39,0.19462066854190724,1.503728895150029,1
24,56115,self-employed,20803,9,3039,37,4,0,0,0,19,0.05417064239571475,0.3707203908008009,0
49,26932,self-employed,85622,3,29228,10,4,0,0,0,27,1.0852774437062973,3.1791742507041243,1
45,49379,salaried,80715,6,13809,21,2,0,1,0,24,0.2796669047080456,1.6345721617518278,1
29,59224,student,50768,6,8971,58,3,0,0,0,5,0.1514883597224158,0.8572176334773328,0
23,34231,salaried,47923,3,16529,8,2,1,0,0,30,0.482886798592789,1.3999851481951504,1
46,57339,salaried,97448,9,11275,43,3,0,0,0,39,0.19664434330968264,1.6994792708063124,0
47,45964,self-employed,82690,12,7356,10,4,0,0,0,29,0.1600482387678451,1.7990067385643773,0
56,52779,salaried,78902,12,6969,1,0,1,0,0,48,0.13204875932820354,1.4949462054584608,1
52,27448,student,50418,3,17125,49,1,0,1,0,18,0.6239267910036962,1.8368106672314433,1
21,43214,salaried,52655,12,4655,15,0,0,0,0,20,0.1077196238598958,1.218456669839717,0
36,18878,salaried,15100,12,1971,5,2,0,1,0,26,0.10442013206185241,0.7998398053449455,0
31,65669,student,38352,6,6797,32,4,1,0,0,21,0.10350708533409704,0.5840153417608136,0
46,10000,salaried,10141,3,3880,19,0,0,0,0,17,0.3880131270924327,1.0141,0
21,34678,salaried,93089,3,31556,4,1,0,0,0,20,0.9099594759192544,2.6843260863542615,1
46,26024,salaried,63658,6,11239,46,2,1,0,0,28,0.4318793895526868,2.4460917724841904,1
48,50120,self-employed,91537,6,16084,57,1,1,1,0,10,0.3209072896311449,1.8263382972137903,1
29,68859,salaried,82500,9,9728,35,2,0,0,0,7,0.1412837999820195,1.1980971744180866,0
42,49823,salaried,6658,3,2746,28,3,0,0,0,8,0.055120319118606646,0.13363111253091056,0
28,84419,salaried,77594,12,7074,37,4,0,0,0,42,0.08380496196288185,0.9191504898077726,0
47,19330,student,42059,12,3771,9,3,1,1,0,17,0.1951018807465737,2.175739658380678,1
59,20482,salaried,50906,9,6344,27,2,0,0,0,39,0.3097757709795638,2.4853729348325007,1
39,26603,salaried,86030,12,7769,52,0,1,0,0,19,0.29205380092855315,3.233810977326727,1
45,41818,self-employed,6675,9,1354,4,0,0,1,0,12,0.032393111792980475,0.15961770021509533,0
58,24596,self-employed,83426,12,7352,28,4,0,0,0,42,0.29894470699428904,3.391829666710423,1
41,28725,salaried,24871,6,4550,33,1,0,1,0,3,0.1584076753076835,0.8658293886313205,0
44,49307,self-employed,62114,6,10925,13,0,1,0,0,9,0.22157515879784634,1.2597335361135746,1
44,21412,salaried,67904,3,23106,5,4,0,1,1,23,1.0791358665266142,3.171243345678914,1
39,23002,salaried,25420,12,2738,22,2,0,0,0,6,0.11906052011688238,1.105118420480708,0
22,34021,salaried,44250,9,5441,50,1,1,0,0,35,0.15992977728045038,1.3006321125946123,1
34,35433,salaried,82938,3,28158,18,4,1,0,0,18,0.7946877996387749,2.3406759672398634,1
52,55150,salaried,57211,6,9871,24,2,1,0,0,13,0.17900024768981165,1.0373663722982251,1
52,26490,salaried,67836,3,22526,13,2,0,0,0,42,0.8503726929132658,2.560776368776043,1
48,29195,salaried,57742,9,6967,51,1,0,0,0,47,0.23863515618492814,1.9777502082123637,1
59,48725,self-employed,78416,12,7031,4,1,0,0,0,29,0.14431855670460633,1.609356936380437,0
33,52020,self-employed,87980,6,15213,43,0,1,0,0,11,0.29244913195745736,1.6912428441958256,1
32,61430,salaried,39097,3,13670,3,0,0,0,0,10,0.2225407299757269,0.636439007048514,0
28,47036,salaried,48388,3,16377,11,4,0,0,0,8,0.34818211274647004,1.028726327558832,0
35,41955,salaried,18192,6,3421,46,3,1,0,0,35,0.08155256286233571,0.43360267316830453,0
46,48625,student,26039,9,3317,15,4,0,0,0,14,0.06822144285395032,0.5355000822162292,0
